"COU","Country","SOURCE","Source","SERIES","Series","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,35.9,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,35.1,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,35.1,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,35.3,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,34.8,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,34.1,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,33.3,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,32.3,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,32.1,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,31.8,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,485,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,491,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,495,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,501,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,513,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,520,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,516,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,526,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,544,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,550,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,552,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,523,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,535,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,514,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,490,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,456,,
"IRL","Ireland","ADM","Administrative data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,454,,
"PRT","Portugal","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,3743,,
"PRT","Portugal","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,3706,,
"PRT","Portugal","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,3719,,
"PRT","Portugal","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,3822,,
"PRT","Portugal","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,3870,,
"PRT","Portugal","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,3762,,
"PRT","Portugal","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,3715,,
"PRT","Portugal","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,3707,,
"PRT","Portugal","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,3783,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,11.4,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,11.7,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,11.4,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,11.5,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,11.3,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,10.7,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,10.3,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,9.9,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,10,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,10.5,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,10.2,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,9.9,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,9.6,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,9.8,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,9.9,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,10.1,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,10,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,10,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,10,,
"KOR","Korea","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,10.5,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,3795,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,4067,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,4183,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,4522,"B","Break"
"MEX","Mexico","SVY","Survey data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,4617,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,4828,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,4643,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,4576,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,4376,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,4508,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,4425,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,4500,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,4532,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,4429,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,4411,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,4451,,
"MEX","Mexico","SVY","Survey data","TUM","Union members","2018","2018","NBR","Number","3","Thousands",,,4387,,
"HUN","Hungary","SVY","Survey data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,3232,,
"HUN","Hungary","SVY","Survey data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,3132,,
"HUN","Hungary","SVY","Survey data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,3637,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,29.9,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,29.7,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,29.8,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,29.3,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,28.8,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,29.3,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,28.8,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,28.6,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,28.3,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,28,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,27.5,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,27.4,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,26.6,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,26,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,26.1,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,25.6,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,25,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,24.7,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,23.6,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,23.3,,
"GBR","United Kingdom","SVY","Survey data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,23.4,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,28.1,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,26,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,24.9,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,24.6,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,23.2,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,23.2,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,22.8,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,22.5,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,20.4,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,18.8,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,18.8,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,19.6,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,18.4,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,18.4,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,18.2,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,17,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,15.1,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,14.6,,
"AUS","Australia","SVY","Survey data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,13.7,,
"DNK","Denmark","ADM","Administrative data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,1845,,
"DNK","Denmark","ADM","Administrative data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,1833,,
"DNK","Denmark","ADM","Administrative data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,1845,,
"DNK","Denmark","ADM","Administrative data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,1838,,
"DNK","Denmark","ADM","Administrative data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,1818,,
"DNK","Denmark","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,1782,,
